SL,TIME,BP,CIRCLUATION,HR,EEG,ACTIVITY
1933.1,4206.23,7,166,63,-1062.75,3
1933.7,4659.02,5,166,63,-957.017,3
1934.94,4365.83,5,166,63,-1074.23,3
1935.17,4300.01,5,166,63,-1101.34,3
1935.38,4343.1,5,166,63,-1064.83,3
1935.45,4103.93,5,166,63,-1063.05,3
1935.82,4157.96,5,166,63,-1075.82,3
1936.56,4256.33,4,166,63,-1056.74,3
1936.64,4084.88,7,166,63,-1064.31,3
1937.07,4838.78,15,166,63,-935.851,4
1937.16,3930.58,6,166,63,-1095.52,3
1937.45,4305.87,5,166,63,-1055.69,3
1937.55,4258.17,5,166,63,-1063.74,3
1937.71,4127.38,6,166,63,-1093.11,3
1938.13,4054.12,10,166,63,-1082.93,3
1938.59,4226,5,166,63,-1067.77,3
1938.66,4395.89,6,166,63,-1053.13,3
1939.03,4272.6,5,166,63,-1049.83,3
1939.15,4317.33,5,166,63,-1058.31,3
1939.26,4034.9,5,166,63,-1073.54,3
1940.16,4293.3,5,166,63,-1040.06,3
1941.62,4162.97,8,166,63,-1068.4,3
1941.82,4988.33,14,147,76,-1474.2,5
1941.98,4394.05,5,166,63,-1076.92,3
1942.64,4215.86,5,166,63,-1085.5,3
1946.04,4145.9,6,166,63,-1109.91,3
1946.24,4163.79,5,166,63,-1074.51,3
1946.46,4376.05,4,166,63,-1052.22,3
1947.26,4321.85,6,166,63,-1046.33,3
1947.5,4157.42,6,166,63,-1067.47,3
1947.83,4305.06,5,166,63,-1050.35,3
1948.96,4532.23,4,166,63,-1041.71,3
1949.45,4158.45,5,166,63,-1061.64,3
1949.52,4258.83,5,166,63,-1070.86,3
1950.04,4266.45,5,166,63,-1063,3
1952.33,4291.58,5,166,63,-1039.08,3
1953.43,4548.96,11,166,63,-1022.43,3
1953.99,4173.59,7,166,63,-1118.72,3
1954.68,4314.17,5,166,63,-1083.85,3
1955.91,5528.22,16,147,76,-1451.8,5
1956.93,4025.4,5,166,63,-1130.25,3
1957.18,4138.05,5,166,63,-1092.79,3
1957.82,4046.38,5,166,63,-1071.3,3
1958.66,4243.39,5,166,63,-977.967,3
1960.09,4291.39,5,166,63,-1061.84,3
1961,4971.98,12,149,78,-1616,0
1961.18,4139.33,5,166,63,-1102.76,3
1961.88,4216.26,6,166,63,-1077.47,3
1962.4,4365.09,6,166,63,-1076.09,3
1962.58,4039.64,5,166,63,-1113.37,3
1964.87,4460.59,5,166,63,-1026.35,3
1967.22,3578.89,3,161,43,-644.736,0
1968.06,4488.46,5,166,63,-1072.03,3
1969.8,3430.09,7,161,43,-616.39,5
1975.5,4159.09,5,166,63,-1071.71,3
1979.17,4332.37,6,166,63,-1104.05,3
1981.51,4135.42,5,166,63,-1069.25,3
1984.36,4361.89,5,166,63,-1040.23,3
1991.7,4323.8,6,166,63,-1041.71,3
1991.91,4016.97,5,166,63,-1086.2,3
1991.93,4152.18,7,166,63,-1075.15,3
1993.84,4190.31,5,166,63,-1074.7,3
1995.17,4287.4,8,166,63,-1033.54,3
1995.69,4314.03,5,166,63,-1065.92,3
2000.98,4649.53,8,166,63,-972.014,3
2000.98,4475.29,8,166,63,-981.892,3
2001.59,4129.24,5,166,63,-1078.17,3
2006.36,4616.2,5,166,63,-961.542,3
2009.73,4383.71,5,166,63,-1069.17,3
2009.78,4174.82,5,166,63,-1114.09,3
2011.19,4168.61,6,166,63,-1081.67,3
2012.1,4174.81,5,166,63,-1079.16,3
2012.65,4186.54,5,166,63,-1065.96,3
2013.37,4268.21,5,166,63,-1076.53,3
2013.43,4165.28,6,166,63,-1086.75,3
2015,6251.57,13,133,88,-2135,0
2017,4264.75,5,166,63,-1066.56,3
2018.94,3603.76,7,161,43,-598.096,5
2019.95,4328.44,6,166,63,-1051.6,4
2020,4511.85,3,149,68,-1209,0
2021,4746.93,8,148,60,-1375,0
2023,5737.33,53,131,83,-1661,0
2027.14,4246.04,6,166,63,-1063,3
2029.51,4123.85,6,166,63,-1078.59,3
2031.29,4428.67,6,166,63,-1030.68,3
2034.51,4505.77,5,166,63,-1032.14,3
2038.75,3620.42,9,161,43,-581.082,5
2040.92,4504.44,5,166,63,-1024.07,3
2042.48,3721.29,9,161,43,-585.9,5
2044.92,3675.47,9,161,43,-566.965,5
2046.15,4424.06,5,166,63,-1044.84,3
2047.29,4352.65,6,166,63,-1053.56,3
2049.1,4470.86,7,166,63,-1033.65,3
2050.5,4285,4,166,63,-1085,3
2052.5,3570.21,9,161,43,-584.989,5
2059.16,4359.93,7,166,63,-1060.72,3
2061.59,4485.21,6,166,63,-1020.7,3
2061.93,4523.19,6,166,63,-1052.75,3
2063.3,4165.22,10,166,63,-1064.24,3
2071.9,4301.95,5,166,63,-1062.74,3
2074.6,3525.57,6,161,43,-611.724,5
2084.04,3571.47,3,161,43,-571.481,5
2092,6349.92,18,152,112,-1710,0
2092.77,5249.25,4,185,82,-1619.92,5
2096.18,3735.63,23,165,54,-1046.58,2
2099,5491.12,19,167,81,-1320,0
2102.24,3867.57,5,161,43,-540.796,5
2104.08,5984.26,15,185,82,-1360.75,5
2110.56,3733.48,3,161,43,-583.344,5
2110.85,3793.47,23,165,54,-1096.84,2
2115.05,4022.14,22,165,54,-1047.73,2
2116.86,3744.78,22,165,54,-1090.8,2
2117.46,4226.38,22,165,54,-965.404,2
2119.65,3896.37,22,165,54,-880.709,2
2120.5,3594.59,21,165,54,-1147.73,2
2121.08,3638.37,4,161,43,-569.385,5
2123.46,4207.95,5,166,63,-986.476,4
2125.3,3856.35,23,165,54,-1054.5,2
2128.09,4336.51,20,165,54,-938.482,2
2128.17,3778.28,23,165,54,-1068.91,2
2128.21,3817.8,23,165,54,-1094.06,2
2128.64,3571.16,6,161,43,-590.969,5
2130,5859.93,9,147,93,-1869,0
2133,4965.16,2,146,63,-1449,0
2135.55,4316.36,16,165,54,-980.095,5
2137.96,3576.33,20,165,54,-1128.18,2
2138.49,4132.51,20,165,54,-1031.18,2
2139,5287.01,8,116,66,-1648,0
2140.08,3700.44,4,161,43,-599.397,5
2140.32,3749.37,6,161,43,-548.99,5
2140.74,4051.65,20,165,54,-1039.32,2
2141.06,3812.77,20,165,54,-1090.02,2
2141.09,3795.57,6,161,43,-562.578,5
2141.5,3836.21,22,165,54,-1130.22,2
2142.39,3728.95,9,161,43,-554.223,5
2143.02,4056.45,22,165,54,-1021.59,2
2143.28,3569.01,7,161,43,-572.515,5
2145.01,3951.19,23,165,54,-1046.51,2
2145.4,3529.01,20,165,54,-1116.22,2
2145.55,3853.34,12,161,43,-558.268,5
2146.17,3715.93,6,161,43,-567.287,5
2146.44,3912.54,20,165,54,-1159.61,2
2147.56,3755.76,13,161,43,-552.931,5
2149.74,3853.74,22,165,54,-1167.6,1
2150.11,3604.54,9,161,43,-583.993,5
2150.99,3624.16,4,161,43,-574.909,5
2152.57,3917.4,20,165,54,-1111.72,2
2153.49,3742.72,4,161,43,-573.589,5
2156,4340.08,20,165,54,-1026.23,2
2156.16,3850.31,7,161,43,-590.66,5
2156.32,3589.45,7,161,43,-597.916,5
2157.26,4083.16,20,165,54,-956.561,2
2157.27,4041.46,20,165,54,-1095.18,2
2158.04,3857.09,20,165,54,-1091.45,2
2158.09,4156.11,20,165,54,-1068.44,2
2158.67,3833.73,20,165,54,-1139.3,1
2159.25,3997.58,21,165,54,-1081.34,2
2160.11,6098.65,14,185,82,-1410.73,4
2160.38,4169.13,20,165,54,-1060.38,2
2162.41,3949.53,30,165,54,-988.965,2
2162.45,3824.02,20,165,54,-1159.66,2
2163.92,3779.18,20,165,54,-1136.72,2
2164.03,3915.43,20,165,54,-1146.73,2
2164.22,3702.45,6,161,43,-560.396,5
2164.39,3590.06,9,161,43,-590.386,5
2164.9,4115.6,24,165,54,-971.347,1
2164.91,3921.12,20,165,54,-1157.18,2
2165.27,4145.71,20,165,54,-1065.92,2
2165.28,3934.15,20,165,54,-1148.95,2
2165.48,3723.34,4,161,43,-584.06,5
2165.78,3916.08,21,165,54,-942.749,2
2166.16,3700.38,3,161,43,-562.213,5
2166.77,4000.54,20,165,54,-1112.68,2
2168.43,3817.84,20,165,54,-1127.9,2
2168.43,3949.87,20,165,54,-1123.46,2
2168.59,3872.32,20,165,54,-1121.5,2
2168.84,4004.33,20,165,54,-1091.01,2
2169.05,3892.2,20,165,54,-1089.47,2
2169.08,3933.1,20,165,54,-1136.79,2
2169.38,3999.01,20,165,54,-1041.16,2
2169.38,3806.95,20,165,54,-1146.25,2
2169.42,3933.64,20,165,54,-1128.22,2
2169.89,4085.38,20,165,54,-1068.1,2
2170.4,3875.65,20,165,54,-1151.73,2
2170.67,3784.87,20,165,54,-1159.45,2
2172.16,3708.78,4,161,43,-567.81,5
2172.43,3778.36,6,161,43,-569.854,5
2172.9,4037.11,20,165,54,-910.295,4
2172.92,3918.83,19,165,54,-1125.55,2
2173,4776.94,2,180,65,-1561,0
2173.42,3691.44,5,161,43,-584.59,5
2173.43,3924.8,20,165,54,-1107.69,1
2173.43,3951.1,20,165,54,-1158.36,2
2173.81,3998.67,19,165,54,-1062.17,2
2173.98,4208.38,20,165,54,-1051.37,2
2174.1,4134.36,20,165,54,-967.736,2
2174.12,3997.74,20,165,54,-1109.01,1
2174.68,3926.41,20,165,54,-1130.91,2
2174.93,4131.27,20,165,54,-1090.84,2
2174.98,3879.48,20,165,54,-1158.41,2
2175.29,4149,20,165,54,-940.882,2
2175.3,4143.59,20,165,54,-965.053,2
2175.32,4070.39,20,165,54,-1063.66,2
2175.37,3907.56,20,165,54,-1128.71,2
2175.7,4064.88,20,165,54,-1091.2,2
2175.72,3933.4,20,165,54,-1056.32,1
2175.72,3848.46,20,165,54,-1149.54,1
2175.72,3894.51,20,165,54,-1141.96,2
2176.36,3872.61,20,165,54,-1150.22,2
2176.51,3840.44,20,165,54,-1133.17,1
2176.59,4021,20,165,54,-1076.44,1
2176.63,3933.34,20,165,54,-1182.1,1
2176.7,4014.91,20,165,54,-1127.7,2
2177.13,4012.01,20,165,54,-1127.91,2
2177.29,4124.7,20,165,54,-1034.97,2
2177.4,3970.14,20,165,54,-1105.52,2
2177.43,3925,20,165,54,-1146.3,2
2177.51,3836.08,6,161,43,-542.06,5
2178,4010.19,20,165,54,-1063.89,2
2178.03,3858.87,20,165,54,-1113.81,2
2178.06,3922.98,20,165,54,-1142.26,2
2178.18,3829.02,20,165,54,-1153.63,2
2178.48,3965.91,20,165,54,-1119.53,2
2179.37,3966.63,20,165,54,-1116.72,2
2179.4,4209.06,20,165,54,-1036.21,2
2179.85,3853.86,20,165,54,-1142.13,2
2180.19,3612.29,7,161,43,-575.477,5
2180.48,3803.09,20,165,54,-1160.35,2
2180.76,4000.76,20,165,54,-1080.41,2
2180.87,4032.82,28,165,54,-1013.2,2
2181.93,3986.61,20,165,54,-1118.33,2
2182.14,4004.84,20,165,54,-1129.29,2
2182.17,3713.52,20,165,54,-1098.61,2
2182.6,4060.9,19,165,54,-942.494,3
2182.71,3938.29,20,165,54,-1149.73,2
2182.97,4384,20,165,54,-829.545,2
2183.64,4096.15,20,165,54,-1044.29,2
2183.91,3868.82,20,165,54,-1141.17,2
2184.45,4140.1,20,165,54,-1072.34,2
2185.02,4228.65,20,165,54,-1032.97,2
2185.84,3759.31,20,165,54,-1102.23,2
2186.23,3825.32,20,165,54,-1136.77,2
2186.43,4195.3,20,165,54,-1044.54,2
2186.52,3977.65,20,165,54,-1094.32,2
2187.33,3824.93,4,161,43,-556.754,5
2187.72,3819.81,20,165,54,-1103.97,2
2188.04,3794.16,20,165,54,-1124.56,2
2188.49,3922.14,20,165,54,-1181.03,1
2188.88,4144.7,20,165,54,-1057.99,1
2188.96,3883.42,20,165,54,-1147.42,1
2189.65,4104.64,20,165,54,-1061.59,2
2189.67,4104.1,20,165,54,-1061.61,2
2189.74,4094.1,20,165,54,-1076.86,2
2190.05,3811.83,20,165,54,-1108.8,2
2190.41,5989.1,11,185,82,-1454.23,4
2190.45,4179.65,20,165,54,-919.427,2
2190.52,3906.71,20,165,54,-1111.64,1
2190.91,3839.97,20,165,54,-1165.78,2
2191.03,4059.12,20,165,54,-1146.08,2
2191.37,4018.94,20,165,54,-1029.73,2
2191.74,3978.13,20,165,54,-1054.57,2
2191.98,4339.42,19,165,54,-981.352,2
2192.04,4167.36,20,165,54,-1103.87,2
2192.48,3851.3,20,165,54,-1098.98,2
2192.73,3987.88,20,165,54,-1148.48,2
2192.91,4060.39,20,165,54,-1057.07,2
2193.84,4102.55,23,165,54,-867.999,2
2193.97,3795.82,20,165,54,-1149.16,2
2194.49,3988.1,20,165,54,-1080.61,1
2194.64,4037.77,20,165,54,-1080.14,2
2194.93,3837.6,20,165,54,-1142.14,2
2195.09,4161.39,29,165,54,-885.35,2
2195.13,3987.14,12,161,43,-535.278,5
2195.34,4212.92,20,165,54,-1054.56,2
2195.63,4044.93,20,165,54,-971.394,2
2195.69,3848.8,20,165,54,-1104.72,2
2195.96,5879.21,9,185,82,-1481.18,0
2196.16,5799.45,14,185,82,-1433.96,4
2196.31,3780.2,3,161,43,-555.915,5
2196.71,3929.65,21,165,54,-1012.69,2
2197.27,3944.67,20,165,54,-1161.29,2
2197.4,3865.35,20,165,54,-1095.95,2
2198.42,3840.38,20,165,54,-1162.25,2
2198.79,4082.6,20,165,54,-1046.33,1
2199.02,3810.25,19,165,54,-1123.68,2
2199.18,3981.62,23,165,54,-915.964,2
2199.28,4057.94,20,165,54,-1108.93,1
2199.51,3912.33,20,165,54,-1107.46,1
2199.71,3676.89,12,161,43,-557.283,5
2200.94,3796.21,3,161,43,-553.639,5
2201.29,5990.59,18,185,82,-1326.12,5
2201.96,3925.55,20,165,54,-1159.38,2
2202.24,4001.15,20,165,54,-1149.17,2
2203.07,3974.61,22,165,54,-1147.9,1
2203.3,3867.66,21,165,54,-1034.09,2
2203.91,4071.64,19,165,54,-1001.46,3
2206.69,3836.14,5,161,43,-568.651,5
2206.96,4008.02,17,165,54,-888.024,3
2207,3849.21,20,165,54,-1164.08,2
2208.51,3770.88,14,161,43,-541.179,5
2209.12,3964.45,20,165,54,-1151.48,2
2209.46,3974.61,21,165,54,-1076.41,2
2209.72,3855.38,3,161,43,-557.914,5
2209.75,3981.55,20,165,54,-1140.13,2
2210.73,3841.49,5,161,43,-560.062,5
2213.05,3701.75,19,165,54,-1183.53,2
2214.6,3725.95,20,165,54,-1171.15,2
2215.58,3728.92,3,161,43,-570.825,5
2215.9,4000.39,24,165,54,-1056.31,2
2216.28,3960.36,20,165,54,-1066.98,2
2216.57,4212.51,20,165,54,-1017.71,2
2218.62,3787.18,8,161,43,-565.729,5
2219.17,3790.43,3,161,43,-547.57,5
2221.86,5654.65,27,185,82,-1436.95,5
2222.89,3674.22,11,161,43,-574.964,5
2223.17,5662.59,15,185,82,-1430.14,4
2223.47,4018.78,21,165,54,-1024.01,2
2223.87,5700.81,19,185,82,-1375.97,4
2225.22,3837.34,3,161,43,-554.156,5
2225.74,5665.15,29,185,82,-1448.77,4
2226.59,4388.77,17,165,54,-890.106,4
2226.62,3727.97,3,161,43,-567.707,5
2227.55,4087.01,20,165,54,-1120.23,1
2228.02,4148.56,20,165,54,-1101.68,2
2228.21,3998.94,21,165,54,-1063.44,2
2229.47,4048.37,32,165,54,-1022.6,2
2230.07,6146.86,13,185,82,-1416.91,4
2231.54,4552.02,24,165,54,-827.734,2
2233,4632.46,16,135,67,-1032,0
2233.91,3809.78,3,161,43,-560.852,5
2237.16,4053.84,21,165,54,-1048.37,1
2237.33,5356.78,18,185,82,-1627.29,4
2238,6661.2,16,186,118,-2309,0
2238.34,3871.9,21,165,54,-1113.52,1
2239.69,4247.03,47,132,51,-922.626,3
2242.18,4170.66,19,165,54,-1101.59,2
2242.52,4319.06,22,165,54,-1004.3,2
2243.87,4057.67,20,165,54,-1144.08,1
2244.96,4102.11,20,165,54,-1123.64,1
2245.46,4096.85,20,165,54,-1124.15,1
2246.13,4268.98,20,165,54,-968.495,2
2246.71,3855.52,20,165,54,-1108.13,2
2247.24,4164.45,20,165,54,-1071.64,2
2247.36,3826.03,20,165,54,-1103.41,2
2247.95,4168.47,20,165,54,-1061.12,2
2250.05,4095.87,20,165,54,-1080.5,2
2254.58,4359.7,22,165,54,-998.109,2
2254.61,4355,22,165,54,-995.567,2
2254.65,4360.31,22,165,54,-997.984,2
2254.7,4362.51,22,165,54,-997.441,2
2254.9,4357.34,22,165,54,-996.106,2
2255.64,5302.09,26,185,82,-1426.6,5
2256,5635.71,53,171,97,-1618,0
2257.88,4078.51,19,165,54,-1133.41,2
2262,6623.88,14,132,90,-853,0
2262.4,4180.64,20,165,54,-1101.14,2
2262.54,4207.59,20,165,54,-1082.09,2
2264.52,5944.11,20,185,82,-1396.77,4
2264.78,4178.23,19,165,54,-1049.47,2
2265.77,4223.67,20,165,54,-1103.8,2
2266.85,4038.24,22,165,54,-1128.56,2
2268.91,4023.82,20,165,54,-1094.2,2
2271.94,4261.1,19,165,54,-970.024,2
2272.34,4090.34,19,165,54,-1129.58,2
2273.13,4279.99,19,165,54,-950.436,2
2275.45,5792.46,17,185,82,-1397.17,4
2277.96,4139.42,20,165,54,-1001.03,3
2283.54,4138.94,45,132,51,-934.906,3
2284.09,5715.32,14,185,82,-1407.75,5
2297.55,4153.22,20,165,54,-1091.74,2
2303,4958.21,5,148,66,-1503,0
2310.02,4628.54,46,132,51,-932.441,2
2310.6,4087.59,22,165,54,-1042.97,0
2314,5229.85,7,184,81,-2097,0
2316.77,4642.78,46,132,51,-865.625,4
2317.27,4167.12,47,132,51,-986.935,1
2333,4688.96,34,185,70,-1756,0
2335.96,4323.23,44,132,51,-959.356,2
2336,3703.58,13,202,63,-1309,0
2339,3661.27,18,168,67,-1937,0
2339.25,5264.33,30,132,51,-772.795,5
2340,6097.88,42,184,86,-1099,0
2347.78,4423.04,48,132,51,-949.336,3
2356,4828.43,10,150,65,-1619,0
2367.17,5002,12,205,77,-1089.63,4
2373.87,4608.22,24,165,54,-853.472,5
2375.78,4699.26,44,132,51,-823.094,5
2399,3619.91,7,183,56,-977,0
2403.96,6521.99,12,185,82,-1312.68,5
2406,5219.95,17,206,87,-1968,0
2407.48,4741.31,44,132,51,-842.001,5
2412.16,6073.63,18,185,82,-1381.97,4
2414.36,4590.72,28,165,54,-917.289,4
2434,8131.59,15,134,110,-1782,0
2459,6366.8,8,130,68,-1312,0
2476,5405.98,6,184,82,-2410,0
2480,5132.79,7,166,78,-1802,0
2484,4237.13,19,186,77,-719,0
2485,4133.51,4,202,65,-1233,0
2513,6055.86,14,132,72,-1663,0
2524.36,4227.99,22,165,59,-1125.96,0
2532.7,4447.77,13,205,77,-1349.7,4
2549,5574.82,21,169,91,-1369,0
2551,4801.75,8,203,74,-2942,0
2565,4965.27,17,185,81,-336,0
2583.83,4483.99,38,224,67,-1197.91,4
2612,7680.81,28,151,103,-1881,0
2619.82,4932.46,49,224,67,-1216.73,4
2622,4600.17,5,184,71,-1442,0
2633,7014.84,14,132,76,-857,0
2634,4218.88,15,202,62,-1846,0
2644,4368.27,10,205,72,-777,0
2648,5636.08,6,226,80,-1341,0
2659.98,5521.12,45,133,53,-321,4
2659.98,5521.12,53,133,53,-321,4
2671.34,4146.91,35,224,67,-1414.45,4
2673,5355.99,5,186,85,-2585,0
2674,5770.57,3,150,73,-1725,0
2696.85,4815.92,52,224,67,-1309.94,2
2698.84,4121.09,34,224,67,-1455.95,4
2707,5130.03,9,206,82,-2512,0
2713.59,4804.11,52,224,67,-1302.66,2
2717,4577.97,6,221,67,-1531,0
2718.47,4079.11,37,204,54,-1021.55,4
2726,5693.33,19,204,96,-4101,0
2729.62,5373.48,49,187,83,-1759.8,0
2731.29,4778,52,224,67,-1305.15,5
2732.69,4231.95,42,204,54,-1011,4
2733.45,4550.95,37,204,54,-954.349,4
2734.66,4164.32,44,224,67,-1395.11,4
2735.55,4454.29,39,224,67,-1290.82,4
2735.85,5435.62,35,224,67,-1114.27,5
2746,6182.01,22,184,105,-2033,0
2749.27,4841.94,52,224,67,-1316.02,2
2752.01,4295.24,41,204,54,-964.345,4
2753.8,4927.66,51,224,67,-1261.78,2
2756.95,4879.5,51,224,67,-1262.68,3
2757.31,4526.74,40,224,67,-1379.53,4
2762.18,4942.51,39,224,67,-1175.21,5
2764.08,4873.08,40,224,67,-1197.95,4
2764.26,4952.72,41,224,67,-1202.52,2
2769,4611.53,3,166,59,-1106,0
2771.79,4899.78,48,224,67,-1212.94,2
2773.49,4944.71,48,224,67,-1224.55,2
2774.29,5469.77,40,224,67,-1135.92,3
2778.76,4850.19,51,224,67,-1217.96,2
2780.94,4570.84,54,224,67,-1391.63,2
2782.25,4435.85,44,224,67,-1415.3,4
2785,4716.41,9,202,77,-3205,0
2785.72,4548.25,54,224,67,-1409.37,1
2786.95,5029.14,25,224,67,-1161.56,3
2787.6,4964.36,53,224,67,-1233.2,2
2787.99,4773.56,46,224,67,-1263.38,2
2788.67,4391.81,36,204,54,-982.009,0
2791.08,5110.76,36,224,67,-1180.43,3
2792.52,4956.76,52,224,67,-1277.59,2
2794,8169.53,23,134,120,-2120,0
2797.49,3925.72,32,224,67,-1414.3,4
2800.85,4599.58,46,205,77,-1402.57,0
2801.16,4960.73,53,224,67,-1276.22,2
2803.59,4894.13,38,224,67,-1193.65,3
2805.51,5039.24,47,224,67,-1186.3,4
2807.46,5162.77,36,224,67,-1183.99,3
2807.92,4627.17,32,224,67,-1256.75,4
2811.6,4847.82,35,205,77,-1302.76,4
2812.07,4755.59,37,224,67,-1175.02,5
2818.84,5131.65,30,205,77,-1202.24,4
2819.88,4548.93,52,224,67,-1394.68,2
2823.21,4195.11,37,224,67,-1430.85,3
2826,5022.81,10,226,80,-1546,0
2835.74,4604.96,50,224,67,-1396.18,0
2837.21,4911.72,47,224,67,-1207.83,4
2839.08,5073.77,47,224,67,-1199.06,2
2841.81,4969.31,41,224,67,-1214.32,2
2842.69,5224.15,48,224,67,-1169.14,3
2843.18,5039.7,43,224,67,-1215.38,5
2844.16,5147.09,49,224,67,-1238.32,3
2845.81,4840.05,45,224,67,-1257.3,5
2849.18,5009.5,39,224,67,-1238.37,2
2849.35,5078.49,45,224,67,-1226.36,4
2853.85,4899.97,52,224,67,-1280.16,3
2855.6,5084.15,54,224,67,-1255.4,2
2863.54,4850.75,51,224,67,-1264.34,2
2869.89,4780.95,42,224,67,-1233.13,5
2870,5055.66,3,165,57,-1438,0
2870.85,5055.64,47,224,67,-1199.41,4
2871,4527.2,23,222,77,-2269,0
2872.96,5861.79,13,166,75,-579,5
2873.87,4831.9,50,224,67,-1266.35,2
2875.17,4917.2,49,224,67,-1255.9,3
2876.33,4663.57,38,224,67,-1262.44,4
2876.43,5230.13,55,224,67,-1202.58,2
2880.15,5070.76,54,224,67,-1235.61,2
2881.28,4707.34,38,224,67,-1209.12,5
2881.56,4909.39,51,224,67,-1270.76,3
2882.23,4954.37,44,224,67,-1184.74,5
2882.67,4752.19,33,249,71,-1196.61,3
2884.67,4875.98,52,224,67,-1273.29,3
2886.85,5229.34,53,224,67,-1179.23,3
2886.98,5125.46,54,224,67,-1206.82,2
2887,6279.92,3,166,110,-2615,0
2888.96,5006.36,52,224,67,-1267.94,3
2889.53,4890.35,54,224,67,-1303.98,4
2896.44,5061.69,31,205,77,-1223.17,4
2904.45,4823,34,249,71,-1197.3,3
2904.47,4982.22,37,205,77,-1282.09,4
2904.98,4573.27,41,249,71,-1282.57,3
2909.73,4942.82,35,205,77,-1284.48,4
2913,6006.48,54,206,96,-2344,0
2913.35,5140.89,46,224,67,-1221.24,2
2915.7,4966.31,46,224,67,-1207.01,3
2921.23,4897.32,39,224,67,-1236.58,3
2923,6233.82,119,224,94,-2977,0
2923.23,4796.28,46,224,67,-1245.52,4
2924.11,5055.66,48,224,67,-1254.9,3
2927.84,5154.7,30,249,71,-1051.09,3
2930,5266.77,13,187,75,-2285,0
2930.5,4863.53,38,249,71,-1196.01,3
2932.41,4842.01,48,224,67,-1240.23,3
2932.95,4628.89,32,249,71,-1230.71,3
2939.67,4795.33,40,249,71,-1185.6,2
2939.74,4651.83,49,224,67,-1309.3,2
2939.87,4765.08,45,224,67,-1256.89,3
2942.71,5019.77,48,224,67,-1200.72,2
2943.1,5103.99,33,249,71,-1087.28,4
2944.56,4475.64,38,249,71,-1250.25,2
2944.97,4831.07,33,249,71,-1175.09,2
2945,5510.91,18,226,80,-2456,0
2945.19,4754.58,37,184,79,-1519.53,0
2945.66,5081.34,43,224,67,-1182.27,3
2948.82,4611.41,25,249,71,-1167.26,2
2949.59,4652.98,39,249,71,-1220.68,3
2952.22,5587.22,39,224,67,-1108.43,4
2955.75,4868.48,46,224,67,-1236.5,2
2956.27,5120.47,45,224,67,-1117.76,5
2957.81,4726.64,42,224,67,-1345.67,3
2959.33,4977.23,47,224,67,-1232.92,2
2962,6095.14,11,204,93,-2367,0
2962.97,4968.22,42,224,67,-1200.21,3
2963.19,5154.4,34,205,77,-1310.96,5
2963.8,4894.07,46,224,67,-1262.32,4
2965.58,5070.81,45,224,67,-1195.34,4
2965.88,6721.36,71,168,87,-1448.7,0
2967.91,4805.7,45,224,67,-1227.08,3
2969.37,4764.2,42,224,67,-1317.81,3
2970.03,5120.61,48,224,67,-1235.16,2
2970.22,4890.67,43,224,67,-1223.9,3
2971.25,4668.27,35,205,77,-1389.93,3
2971.52,5337.44,36,224,67,-1143.56,2
2973.84,5209.72,49,224,67,-1167.64,4
2975.76,4756.19,47,224,67,-1311.22,4
2975.81,5199.15,33,205,77,-1212.7,3
2977.5,4818.88,8,249,71,-1142.27,2
2981.46,4911.5,49,224,67,-1271.29,4
2982.05,4792.93,40,249,71,-1222.96,3
2982.43,4872.63,36,249,71,-1143.6,3
2983.46,4828.98,47,224,67,-1294,4
2984.49,4829.71,47,224,67,-1299.92,4
2984.71,4649.9,28,249,71,-1198.93,3
2988,5943.74,8,205,88,-1069,0
2989.14,4715.76,45,224,67,-1270.43,3
2989.17,4796.48,47,224,67,-1259.76,4
2991,4906.62,6,246,81,-915,0
2991.56,4874.66,34,249,71,-1198.42,3
2992.22,5503.73,37,224,67,-1106.6,4
2992.82,5101.67,42,224,67,-1231.56,4
2995.31,5177.35,36,205,77,-1199.06,3
2995.51,4867.02,42,224,67,-1274.98,5
2995.97,5389.69,44,224,67,-1188.01,4
2999.9,4839.23,44,224,67,-1215.28,3
3000.12,5128.68,42,224,67,-1209.4,4
3000.67,4602.71,35,249,71,-1248.48,3
3005.61,4666.41,14,249,71,-1143.66,2
3005.76,4964.18,43,224,67,-1248.41,3
3010.61,5315.29,31,249,71,-1011.04,4
3011.5,5196.71,44,224,67,-1214.66,4
3014.4,4700.7,27,249,71,-1170.86,2
3014.46,4959.22,48,224,67,-1248.36,3
3015.32,4907.6,42,224,67,-1230.76,5
3016.76,5101.95,30,205,77,-1235.66,4
3017,5044.38,5,223,72,-1693,0
3017,6463.77,18,207,99,-1753,0
3017.87,5309.1,49,224,67,-1196.11,2
3017.88,5010.26,37,249,71,-1149.57,2
3018.53,5327.42,51,224,67,-1200.37,2
3020.64,4864.17,41,224,67,-1223.79,3
3020.68,5304.84,51,224,67,-1198.93,2
3027,7174.03,11,187,108,-2085,0
3027.79,5076.34,27,249,71,-1069.18,4
3028.06,4579.67,38,249,71,-1244.99,3
3028.08,5077.3,38,249,71,-1169.94,3
3028.91,4814.44,36,249,71,-1182.64,2
3029.92,5282.28,34,224,67,-1115.62,4
3031.78,5093.04,36,132,51,-780.863,3
3032.56,4591.73,38,249,71,-1250,3
3033.38,5157.24,48,224,67,-1239.42,2
3034.16,5221.26,49,224,67,-1245.65,3
3034.78,4620.2,50,224,67,-1305.1,5
3035.11,5228.82,49,224,67,-1250.32,3
