Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Category
1936.8,4257.6,4,165,64,-1056.2,3
26723,8923.2,25,1510,167,-2185.8,0
3140.9,4880.9,43,249,71,-1136,3
8.56E+05,28002,82,26243,626,-16123,0
64860,11513,200,2982,249,-5411.5,0
7134.7,5675.8,48,544,94,-1675.2,4
45320,12198,43,2059,222,-2669.3,3
9003.3,7575,27,516,101,-1660.1,5
2177.1,3906.7,20,165,54,-1127.5,2
25562,9408.4,30,1414,174,-3407.8,4
60743,13390,44,2753,247,-4238.8,4
3137,4583.1,6,244,65,-541.4,0
29224,9628,24,1468,170,-3403.5,0
10916,6812.2,40,693,123,-2336.9,0
50.016,2653.9,5,5,32,-558.72,3
3446.3,5089.7,8,247,81,-1349,0
18251,12499,48,518,151,-3218.3,2
1.60E+05,20633,92,5537,448,-8628.1,2
5096.6,5884.6,9,291,79,-1819.3,2
60046,15399,34,2189,215,-4739.5,3
50615,11351,20,2677,217,-4319.9,3
60525,12895,24,2754,246,-4779.6,3
57665,12893,66,2193,223,-2768,5
85420,10824,21,3449,221,-2459,3
16667,7742.1,80,844,141,-2883.4,3
11621,8463.2,88,693,127,-2566.1,5
59307,10213,25,3051,233,-5427.4,0
4.05E+05,22114,76,14125,474,-7470.4,5
50972,12895,34,2465,235,-5289.3,2
54873,12693,58,2191,224,-2760.1,4
73177,12287,158,3214,243,-4879.9,0
8335.2,7829.3,24,453,112,2401.6,4
6.22E+05,27786,113,16234,608,-12099,0
50373,11070,6,1466,151,-5704.2,0
3.79E+05,16838,91,14634,481,-14413,0
21574,7646.4,28,1066,129,-5326.3,0
16424,7954.2,59,727,125,-4273.5,0
36901,10650,36,1413,167,-1390.6,5
6524.2,6727,13,395,120,-2097,5
2.68E+05,18704,35,9400,396,-10497,0
26261,9551.4,28,1416,175,-3431.6,4
5.16E+05,21853,144,18067,541,-11632,4
4742,8278.7,29,271,132,-2616,5
33875,10081,91,1923,175,-3547.9,5
11573,5940.1,33,765,106,-1851.4,3
51184,12874,38,2464,235,-2710.7,2
9539.1,7670.5,101,491,131,-3074.1,2
1.17E+05,15193,50,4425,272,-4621.8,2
51240,14325,38,2463,234,-4680.5,3
3305.3,5350.4,15,206,85,-2470.3,5
6.27E+05,23164,116,9689,485,-10353,0
4606.2,5208.4,25,292,89,-1670.6,4
1551.4,4204.9,29,132,52,-819.47,4
12799,9131.7,91,619,137,-2695.7,3
13961,7239.3,90,810,121,-2320.5,4
2.45E+05,20036,79,8869,539,-11899,3
4391.7,5336.8,18,292,88,-861.19,2
29308,9823.8,95,1517,172,-4499.7,0
5266.9,6945.8,60,346,106,-2133.4,3
28926,10900,44,1366,257,-6086.9,0
1.11E+05,13781,33,4811,277,-7022.7,0
14319,6876.5,84,810,119,-2525.6,4
5077.9,7075.1,62,345,108,-2210.7,3
30509,9709.8,115,1747,172,-3192,5
4.50E+05,21732,64,12506,448,-11570,0
91538,13834,64,3885,254,-5591.3,4
2.77E+05,23906,104,8349,538,-9669.7,3
50618,12958,37,2060,224,-2859.4,3
35151,9912.1,130,1691,209,-4457,4
4055.3,6844.8,62,248,102,-2280.3,4
46133,12335,94,1877,245,-7537.5,0
2.82E+05,21831,37,9412,462,-12443,0
25763,9308.6,34,1415,175,-3399.2,4
68931,11390,146,3374,248,-2106.3,1
12231,8145.3,74,693,129,-2434.7,2
2909.6,4943.2,36,205,76,-1283.7,4
1.61E+05,18221,85,6290,388,-10201,3
33653,9860.6,80,1923,177,-3552.2,4
2.79E+05,21047,70,9277,468,-10219,5
52805,14848,37,2061,249,-5030.2,0
54449,13493,36,2398,247,-5904.4,0
12823,7065.7,12,807,130,-1812.1,0
4254.6,5374.3,13,291,89,-1060.6,1
48850,13875,71,2058,223,-3010.1,3
2262.4,6623.5,15,133,90,-852.96,0
1.42E+05,14569,38,5845,316,-4179.2,3
85820,10833,24,3450,219,-2600.2,3
66248,16289,34,1475,255,-4266.7,0
30491,9412.1,124,1746,170,-3334.3,5
38117,10594,26,2119,194,-3710.7,3
11002,5631.9,26,764,102,-2182.1,0
67660,10109,130,3444,232,-4611.9,0
5888.7,4053.3,20,482,68,-1043.9,0
4337.5,4975.8,23,343,86,-1690.4,1
1.17E+05,12695,49,4905,236,-2769.4,3
33586,9453,94,1921,177,-3398.6,4
12333,9152,74,694,129,-2369,3
12622,7275.2,14,805,133,-2891.8,4
98430,13663,173,4062,282,-5827.3,5
1784.5,5773.1,10,146,77,-1416.5,5
37817,12016,33,1110,165,-467.29,4
4176.9,5977.9,124,319,87,-1528.2,2
12756,10641,24,584,135,-3169.9,0
1.16E+05,15967,56,4425,272,-4171.2,3
7814.6,5914.5,76,458,104,-1864,2
2183.3,3986.3,21,165,54,-1118.5,2
1.96E+05,19066,480,7104,420,-10291,0
28656,10667,23,1520,195,-3630.6,4
37913,9502.1,51,2054,179,-3710.4,5
30430,9404.1,111,1747,171,-3291.8,5
2173.7,3998.5,19,164,55,-1062.1,2
4219.2,5465.7,121,317,89,-1493.8,2
90540,11016,40,4332,248,-6480.6,0
1.42E+05,13720,40,5843,316,-5282.2,3
1.10E+05,17033,32,4618,321,-5639.2,3
49.772,2608.1,6,6,33,-166.74,1
59502,14037,54,2134,282,-6390.5,0
1.40E+05,16552,97,5536,448,-11200,2
2.80E+05,24689,64,7843,463,-12609,0
13316,6458.8,14,803,96,-1576.1,2
9185.8,7566.4,26,622,122,-2473.8,4
2158.2,4155.6,20,165,54,-1066.8,2
50056,10557,115,2534,208,-4568.1,5
6.31E+05,26353,84,19834,690,-17592,0
79840,12461,94,3132,235,-5845.3,0
87758,10500,40,3884,255,-5159.4,3
18576,10379,21,981,203,-3510.4,0
61676,11716,128,2672,237,-4447.4,5
61045,13097,32,2753,247,-4490.1,4
5.21E+05,22790,68,15698,609,-10700,0
3226.2,4864.6,39,248,72,-1184.1,4
9605.7,7425.1,16,622,122,-2493,3
4.10E+05,22062,65,14126,472,-8570,4
11977,7354.7,34,769,127,-2115.2,0
1.98E+05,18012,45,7460,389,-8529.1,4
1.45E+05,14473,142,6058,307,-6096.1,5
6378.3,6724.7,19,427,107,-2378.7,0
17257,9416.4,36,930,183,-4228.7,1
12070,7729.2,84,694,130,-2755,5
49389,12267,37,2465,234,-3930.9,4
17379,9376.7,34,932,183,-4213.7,1
71478,11970,45,3211,261,-5682.6,5
38430,12425,29,1581,235,9569,3
4.88E+05,24315,50,15505,482,-13199,4
1.15E+05,11154,41,4906,234,-3868.5,2
7068.8,6207.8,47,546,92,-1535.7,3
7139.5,5796.2,53,544,92,-1628,4
1443.9,3839.2,42,133,52,-1006,2
64.393,2447.9,97,6,32,-426.29,2
51267,13583,66,2335,288,-5626.3,5
51992,14119,37,2465,235,-2689.8,3
1.01E+05,15564,61,4155,308,-7593.2,0
20891,9665.1,77,1162,162,-3308.9,4
2.06E+05,17483,97,7575,391,-6481.1,0
9368.2,7679.9,100,491,129,-3031.5,2
4.07E+05,21020,66,14125,472,-8161.1,4
28024,10257,31,1521,195,-2112,3
4301.5,4985.1,11,317,80,-1431.4,2
20820,9034.7,-1,1161,163,-1435,2
1.81E+05,18965,88,6745,404,-4809.8,3
3000,5129.3,41,225,66,-1209.7,4
1332.3,3711.1,33,101,40,-627.4,2
18476,10783,67,974,171,-3617.6,4
10452,6686.2,17,690,110,-3640.2,3
98596,13606,165,4060,281,-5948.7,3
12457,8977.4,56,619,137,-2441.7,4
1.60E+05,16431,71,6745,351,-7797.1,2
59993,15632,41,2189,214,829.62,3
1323.9,3457.9,33,100,40,-675.71,3
78897,12195,203,3876,277,-6759.1,0
52498,13859,43,2334,289,-6014,5
37249,10558,113,1750,204,-4122.8,3
4251.6,5630.9,114,317,89,-1472.3,3
55.523,2461.6,8,6,34,-582.21,1
4.11E+05,21958,70,14124,474,-7550.3,2
79881,11197,36,3540,271,-5719.2,3
3283.9,4969,34,250,72,-1167.7,4
3370.9,5514.6,39,248,70,-1076.8,3
70927,12659,43,3462,243,-5408.5,0
11932,7943.5,32,804,131,-2090.8,0
26341,10192,52,1469,214,-4383.3,4
11579,9218.4,41,655,157,-3030.1,4
77662,13417,30,3211,261,-5498.3,4
2.46E+05,22161,83,8349,538,-10400,3
52524,13996,46,2335,288,-6074.3,4
7083.2,5573.6,49,545,92,-1657.6,4
3028.6,4580.4,39,249,71,-1246.6,3
39285,9441.8,20,1884,197,-2678.1,3
4261.8,5045.6,12,292,88,-1599.5,1
2226,5666.5,30,186,83,-1448.5,4
43221,11063,16,1885,195,-2950,4
74811,12420,27,3631,248,-4008.1,2
49020,14126,61,2196,297,-6532,5
2.52E+05,18747,68,9007,470,-12191,0
4329.6,5688.8,15,291,89,-1171.5,1
1.74E+05,18110,72,6745,404,-3129.4,3
78649,12981,63,3539,271,-5451.3,3
41066,11498,35,1414,167,-1970,3
1.22E+05,15180,35,5119,320,-8474.2,0
90019,15482,189,3888,328,-8011.5,0
2.78E+05,22894,62,9275,469,-9679.5,5
94591,13998,41,4250,293,-5737.5,3
22921,9965.9,30,1110,166,-973.92,3
1.42E+05,14361,173,6058,309,-6168.5,3
9476.2,7314.3,12,622,124,-2484.9,2
3239.6,5551.4,39,250,70,-1068.1,3
1363.8,3783,29,99,39,-601.72,3
11900,6448.5,7,765,105,-1804.8,2
28819,8885.2,22,1627,179,-3451.4,5
68775,11228,146,3374,246,-5112.6,1
60792,13501,31,2755,247,-4790,4
51.851,2517.8,5,6,34,-508.8,2
54582,11570,80,2596,196,-4867.9,0
1.17E+05,12819,41,4906,236,-2210,3
1.61E+05,20523,96,5537,449,-8668.9,2
1.61E+05,18154,83,6290,388,-11500,3
1.91E+05,19406,70,6867,431,-10477,0
7157.2,5873.7,49,546,93,-1651.7,4
2.69E+05,24755,108,8350,538,-10799,3
8.36E+05,30151,82,20637,635,-14754,0
63744,10396,80,3292,243,-7229.3,0
4343.1,6303.8,16,269,100,-2608,0
2173.3,3927,20,166,54,-1129.8,2
10371,6749,15,688,110,-3351.6,3
10273,6476.8,14,690,108,-2150.5,4
4296.7,5501,18,293,87,-779.24,2
12791,7692.7,14,806,132,-2815.2,4
38461,11475,35,1874,218,-4480.5,5
2140,4050.9,21,165,54,-1039.5,2
69155,12920,38,3131,251,-7128.2,0
7229.3,7209.1,163,487,110,-2009,4
4144,7315.7,24,206,87,-1970.1,3
23173,8160.6,7,1358,145,-3419.8,0
1.43E+05,13977,171,6058,308,-6132.4,3
21029,9232.9,1,1163,162,-1289.6,2
2.18E+05,17292,94,8092,472,-10402,0
1.11E+05,14170,49,4618,321,-7161.5,4
77451,15127,33,3221,277,-6202.7,0
20441,8949.2,93,1162,164,-3424.9,4
2732.8,4232.6,41,203,55,-1012.8,4
24633,8549.4,23,1522,180,-4353.6,0
9501,8099.8,87,490,129,-2855.3,2
73284,13738,53,3295,299,-9270.7,0
30701,9157.6,45,1747,177,-5085.2,0
61823,13570,64,2465,243,-4751.5,0
3489.5,5803.7,48,131,51,-722.94,2
17086,9108.8,25,934,166,-2927.5,0
7403,6385.9,48,546,94,-1478.5,2
84818,10602,14,3451,220,-2680.8,3
1.24E+05,14243,43,5633,340,-6765.4,0
96237,14846,201,4064,304,-10085,0
31958,9324.9,35,1644,193,-3773.2,0
53258,12201,23,2677,216,-3711.9,4
7601.2,5642.3,70,457,104,-1811,2
9712.6,8154.7,21,553,137,-2836.3,4
2.32E+05,13658,251,9396,352,-11829,0
15518,7552.2,76,970,134,-2773.2,3
4.77E+05,25361,54,15506,484,-11399,3
4269.1,4995.3,20,292,88,-669.93,2
1.85E+05,15559,90,7469,408,-9783.4,0
9423.4,7764.6,99,491,129,-2976.5,2
57783,10662,145,2905,218,-4513.5,3
79493,15109,108,3465,319,-6600.5,5
2584.1,4484.7,38,225,66,-1196.7,4
26092,10427,38,1468,213,-4344.4,4
13402,6811.4,32,805,96,-1484.8,3
18101,7489.2,21,1068,144,-3867.2,0
37844,10385,136,1750,206,-4256.4,2
1.62E+05,19092,93,6289,388,-9067.3,4
2309.4,4628.8,47,133,52,-933.8,2
4362.9,7632.8,28,272,131,-2836.8,5
78529,13139,48,3538,271,-6009.5,4
4.71E+05,23900,123,14153,642,-12025,0
20079,9288.2,202,1022,154,-2894.6,0
51450,10316,18,2598,189,-2819.2,5
1.62E+05,17114,75,6743,351,-7442,2
38418,10729,33,2119,193,-3776.5,3
4.13E+05,22008,67,14125,474,-8410.6,3
36102,9250.5,34,1989,167,-2643.1,0
79059,15073,72,3467,320,-7134.2,5
26851,9770.4,23,1374,234,-4780,0
69213,11227,24,3376,259,-4965.2,0
9536,7588.5,19,620,122,-2421.6,3
1.15E+05,12830,44,4905,235,-2980.3,2
4222.3,5683.7,127,317,88,-1435.8,3
13132,8828.4,17,806,133,-2515.1,4
3423.7,5154.3,49,132,50,-794.77,2
1.61E+05,18552,93,6290,389,-9239.8,4
1.04E+05,12551,37,4721,314,-6189.3,0
20802,8240.6,31,1171,175,-4776.6,0
2.80E+05,22959,70,9275,468,-9744.3,5
52063,9412.7,27,2600,189,-2650.7,3
53009,13693,53,2333,289,-5901.6,5
1.54E+05,17586,77,5537,450,-10399,2
10451,6528.2,14,688,108,-2399.8,3
20212,8839.5,84,1161,162,-3535.6,4
16383,8577.2,25,890,155,-2204.1,0
4.09E+05,21676,65,10525,411,-11499,0
1444.9,3904.4,36,134,52,-977.96,2
1451,3784,40,132,51,-1003.3,2
73994,14030,60,3213,275,-5716.2,0
39254,13159,49,1694,272,-5186,0
7659.5,5720.3,71,456,103,-1844.4,2
1073.1,5004.6,13,86,67,-938.55,0
59502,14190,158,2610,306,-6690.4,2
1.14E+05,14363,206,4923,355,-8381.5,0
5413.9,5661.8,27,342,84,-1519.6,1
9876,7986.5,101,490,129,-2792.4,2
1.41E+05,19108,82,5536,450,-8389.9,2
4.98E+05,27130,134,13155,555,-42735,0
58616,11333,120,2903,216,-4285.3,4
4304.4,5222.3,15,292,88,-1696.9,1
4156.3,6018,95,317,88,-965.1,2
35393,8861.9,88,2055,180,-1896.6,0
5360.2,6661.1,4,243,82,-2139.5,0
78400,12374,38,3540,273,-4190,3
52676,14240,40,2189,215,-4379.9,5
5252.8,6820.3,7,292,80,-1460.7,2
38392,11104,68,1694,231,-7588.4,0
1.09E+06,41893,172,27204,896,-21648,0
10719,7257,23,659,126,-2008.5,0
61795,12848,74,2823,222,-2097.9,5
7659.2,5793.1,75,456,104,-1864.4,2
34500,10084,86,1922,176,-3561.2,4
7098.8,5938.6,34,546,92,-1569.2,4
37995,10351,129,1751,206,-4203.8,2
4270.9,5642.9,11,341,73,-1243,5
11341,5857.9,21,763,101,-1907.7,4
1.26E+05,14231,58,5021,347,-10152,0
10314,6731.6,15,689,108,-3109.6,3
51243,14152,37,2465,235,-4282.1,3
5093.6,6475.6,48,347,107,-2250,3
44870,11531,35,1413,165,-2131,3
1448.2,3822.2,43,132,51,-994.92,2
3140.7,5192.7,25,222,90,-2238.2,0
33968,10146,95,1922,177,-3563.6,5
2751.3,4295,42,204,53,-962.8,4
43591,10020,28,2393,199,-4866.5,0
34472,9888.6,123,1690,207,-4551.4,4
27756,9546.3,103,1403,157,-2906,4
21966,9522.2,67,1156,144,-2773.1,5
24308,9785.1,14,1110,167,-851.15,2
29264,9355.6,32,1626,179,-3407.1,4
11985,6902.7,33,764,105,-1572.4,3
39993,10255,33,1866,192,-5223.3,0
1.36E+05,16731,99,5536,450,-5461,3
1.15E+05,12124,42,4904,235,-2648.9,3
91687,13864,46,3886,255,-4790.7,3
17569,7157.8,61,930,111,-2765.6,0
3276.2,4990,29,250,70,-1163.1,4
37793,10628,121,1752,205,-4165.6,2
34526,9877.3,92,1923,175,-3739.4,5
70133,11396,19,3617,255,-4903,0
38913,8743.5,30,1884,195,-4268.3,3
24448,9737.8,15,1110,167,-1849,5
59983,13971,21,2188,215,-5500.6,4
96399,14286,62,3222,285,-5844.3,0
14721,10415,17,586,188,-2855.4,0
49.512,2328.5,11,4,32,-343.86,1
55688,13565,64,2191,224,-3381.4,4
37527,10879,38,1817,234,-5811.1,0
8.88E+05,31082,103,26711,701,-20637,0
5150.8,5873.1,8,321,99,-2278,0
19095,8291.4,57,1205,161,-3690.6,0
39050,10942,30,2117,192,-3871.5,4
11993,8176.1,83,694,129,-2564.3,2
26495,9236.2,26,1364,157,-1859.7,4
11034,8724.1,34,655,157,-3402.5,4
1.11E+05,16649,36,4618,321,-6158.6,3
1.15E+05,15848,69,4425,272,-4560.1,3
1.90E+05,17061,53,7460,391,-6680.3,4
1.56E+05,20947,104,5434,452,-8542.5,0
2177.2,3969.7,21,166,53,-1106.2,2
1.14E+05,14456,251,4622,332,-8735.6,0
1.13E+05,17752,115,3977,330,-9223.5,0
4697.8,5390.1,16,343,84,-1799.9,1
1.44E+05,14625,74,5845,314,-6321.5,4
78921,12016,190,3620,262,-7043.5,0
2.83E+05,23255,59,8870,541,-15700,4
29974,9245.6,32,1574,171,-5500.6,0
17267,9049.8,69,974,172,-3976.7,4
1.04E+05,13646,60,4237,283,-9315,0
79835,12781,70,3540,272,-6009.4,3
10336,6506.9,21,654,114,-1987.4,0
1.32E+05,16195,61,4821,341,-7649.1,0
4459.1,5355,16,291,89,-814.51,2
4040.1,5288.1,20,339,71,-1228.5,5
1.10E+05,16422,33,4618,322,-6499,4
6376.4,6071.6,22,428,94,-1781.6,5
2.85E+05,19808,77,10239,442,-9415.1,0
4039.2,6872.9,67,250,100,-2244.9,4
14179,7016.3,83,810,119,-2454.9,3
1.64E+05,17146,70,6743,351,-7499.6,2
26543,9822.9,23,1414,174,-3350.9,4
4805.5,5992.6,18,346,110,-1942.7,0
25223,8588.2,24,1519,157,-3176.1,3
6.29E+05,27172,138,18283,674,-12991,0
3689.3,5498.2,40,131,51,-789.74,3
10098,9437.8,44,588,155,-2499.1,2
47956,11793,42,2058,222,-1789,2
1.92E+05,20445,91,6747,402,-4559.6,4
45219,10979,28,2188,215,-4919.5,0
14838,6216.2,33,890,113,-3060.2,0
74479,11779,24,3631,250,-5627.1,2
1.57E+05,15715,255,6070,380,-9658.3,0
70094,12018,142,3450,279,-5112.6,0
4906.8,6070.5,20,343,85,-664.98,1
5453.7,7161.5,18,292,78,-1598.7,2
26507,9512.3,25,1415,174,-3427.1,4
39268,9597.1,21,1884,196,-3079,3
6671.1,5625.2,16,486,95,-1869,0
9019.4,7448.4,68,516,107,-1816.8,5
14120,7304.7,90,810,121,-2358.8,3
1.52E+05,15463,43,6067,312,-5041.8,0
28866,10479,38,1521,195,-3770.2,5
10566,8363,96,586,138,-2907.5,2
28618,9173.4,40,1625,180,-3415.2,5
1.31E+06,35972,166,32302,879,-17192,0
2883.1,4708.5,38,225,67,-1209.1,5
1.62E+05,19307,83,6290,388,-8648.9,4
1.81E+05,17057,56,6865,368,-10631,0
1.50E+05,19047,83,5536,448,-8449.8,2
53790,14838,56,2201,300,-7486.6,0
13026,7789,13,805,132,-2867.5,4
10634,5558.3,33,764,102,-2005,5
1.96E+05,18427,49,7458,389,-7899,4
7751.3,6428.8,13,490,110,-731.88,0
11015,8725.1,34,653,157,-3163.8,4
24109,9277,23,1251,153,-2916.5,5
75698,13282,34,3631,248,-3491.1,3
2.92E+05,23581,340,8866,516,-12268,0
1.81E+05,13925,151,7221,385,-10393,0
34429,9712.4,25,1413,166,-3091.2,4
10258,6355.2,14,690,108,-2831.1,3
1.39E+05,14386,57,5843,316,-4360,4
27627,10247,19,1520,195,-2190.1,4
53826,11455,111,2533,208,-4424.4,4
4222.8,5213.7,12,293,89,-1531.6,1
39348,12212,18,1875,238,-4954.7,0
5195.4,6050.2,76,399,103,-1382.3,0
12348,8869.5,81,692,128,-2334.3,2
11249,5962.2,24,763,102,-1937.3,4
30630,9008.8,29,1513,132,-2045.2,4
98369,13439,77,4246,275,-6452.1,0
2.83E+05,15443,86,10535,425,-10545,0
1.16E+05,14361,43,4906,234,-1540.7,4
13950,8770.5,8,728,149,-2894,3
3.09E+05,18282,109,11121,438,-11052,0
1.85E+05,21042,91,5538,449,-8981.6,2
2174.4,3997.2,19,166,53,-1110.2,1
1.41E+05,14575,49,5843,314,-4111.9,4
8835.4,7915.3,20,515,101,-1479.7,4
32609,11260,32,1415,167,-1740.2,4
29582,9140.8,103,1748,170,-3182.2,4
9881.9,7979.3,29,621,123,-2419.9,5
13041,7234.6,32,803,97,-1418,5
6538.1,6488,37,425,114,-2742.9,0
5773.2,6272.3,63,399,88,-1963.1,0
6518.1,4927,8,453,79,-1629.9,0
2.39E+05,21029,92,8350,536,11001,3
1.59E+05,14920,139,6621,328,-10865,0
45123,11745,45,2060,272,-5876.8,4
90827,13994,48,3884,255,-4080.1,4
3.43E+05,19750,125,11562,463,-8291.3,5
2.10E+05,20832,80,5215,328,-7059.1,0
43140,11252,67,2060,222,-2140,3
8703.7,6886.9,63,517,108,-1904.1,5
2174.3,4209.2,21,164,55,-1051.3,2
4678.4,5316.8,21,344,85,-1429.5,1
10602,6429.4,99,690,117,-3290.5,0
3.39E+05,21407,81,8874,445,-7151.2,0
1452.2,3775.2,38,134,52,-975.07,2
3.16E+05,23871,140,9694,476,-13518,0
10515,8363.3,90,587,140,-2947.1,2
15664,7276,66,969,135,-2694.3,4
4889.8,7475.5,18,205,87,-1959.3,4
3.40E+05,20478,358,11884,518,-14337,0
1.46E+05,17119,237,5538,392,-9045.7,0
38922,10383,26,2118,193,-4144.3,4
25818,8393.6,37,1261,172,-2761.4,0
4.74E+05,25063,37,15504,483,-9469.8,2
10657,5948.5,18,765,101,-1835.7,5
2.88E+05,21335,92,9275,469,-9995.8,5
11002,5927,47,765,105,-2325.9,0
5586.9,7845.5,27,204,87,-2019.8,4
12199,8224.6,79,693,128,-2581.9,2
3136.5,5209.8,38,225,68,-1180.7,4
1.04E+05,14087,46,4344,287,-7855,0
1.41E+05,13829,62,5843,314,-5679.4,2
19733,10862,25,489,164,-2684.3,0
9555.7,7479.1,15,621,122,-2481,2
1.72E+05,17982,86,6747,403,-6971.2,3
6847.4,7162.6,18,394,120,-1679,4
4067.3,6575.5,49,271,102,-1916.6,5
4440.8,8122.6,35,271,131,-2565,5
19797,9206.5,23,1107,158,-3221.5,0
12429,8267.1,39,618,135,-2442.2,4
39100,10835,121,1750,204,-4097.4,3
50855,12083,41,2464,234,-6100.8,2
1.51E+05,14385,100,6290,388,-6860.8,5
3.98E+05,21702,308,13316,488,-14916,0
8.28E+05,32510,170,22314,887,-23197,0
46939,13629,70,2061,273,-5805.2,5
2819.2,4548.8,51,225,68,-1394,2
7124.2,5733.7,51,545,94,-1691.1,4
4.10E+05,21748,65,14126,474,-9280.3,3
1.49E+05,13694,64,6509,298,-7454.8,0
20859,8942.9,99,1163,164,-3557.2,4
1.60E+05,16363,73,6745,352,-7623.3,2
12122,9564.6,93,619,135,-2629.2,3
37846,10396,37,1996,197,-3439.9,4
5328.8,6721.9,9,291,79,-2031.1,2
4708.2,5628.9,20,342,85,-1229.4,1
25362,9210.9,15,1110,166,-773.45,3
23504,10909,40,1209,223,-5541.8,0
28612,8954.1,35,1627,180,-3483.8,5
51148,13855,22,2465,234,-3620.7,2
4167.8,4698.9,9,317,78,-692.14,3
1.48E+05,20127,91,5538,449,-9910.8,2
2177,4016.2,19,166,54,-1126.7,2
26990,8500,27,1363,157,-2589.7,3
51696,11301,113,2534,209,-4344.3,5
1.50E+05,18210,71,5536,448,-9479.3,2
8898.9,7904.5,20,521,122,-1431.6,0
1.60E+05,18957,86,6291,388,-9898.8,3
95263,12436,27,4064,274,-6922.9,0
23341,8071,35,1414,183,-5645.5,0
12232,8398.1,81,618,136,-2763.9,4
50380,11260,24,2676,217,-5270.9,2
12417,7499,25,844,130,-3643.6,0
75396,12112,21,3629,248,-4599.8,3
2210.3,3974.2,21,165,53,-1076.5,2
83407,10581,21,3707,207,-5986.7,0
17200,8985.4,36,930,183,-4252.6,1
25165,9835,73,1468,172,-3068.4,0
45337,12560,39,2060,223,-2738.5,3
23777,9333.8,32,1257,146,-2810.3,0
4713.6,6058.9,22,345,89,-3642.6,0
1.60E+05,18308,83,6289,387,-10200,3
4781.1,7135,12,205,86,-2469.3,1
10246,6629.6,37,620,122,-2231.1,0
12109,8256.7,81,693,127,-2592.6,2
7463.2,6038,10,394,81,-1501.3,0
1.16E+05,15231,54,4425,272,-5341.7,3
26831,9564.2,28,1363,157,-2041.2,3
75833,13017,30,3211,262,-5570.5,4
12236,7767.7,14,765,106,-1668.9,3
34124,9858.3,80,1923,175,-3505.7,4
2.65E+05,24485,92,8350,538,-9448.8,3
1.31E+05,18596,9,2983,259,-10594,0
1.62E+05,15025,104,6861,340,-4998.4,0
1.41E+05,13878,176,6057,308,-6162.6,3
95150,14722,35,3542,280,-8204.4,0
28343,9769.5,36,1521,193,-2191.1,4
57012,9748.2,42,3126,203,-3265.9,0
4012.6,4344.6,12,339,71,-1422.4,4
12593,9361.6,74,620,135,-2543.7,5
25683,9449.9,35,1415,174,-3380.3,4
1.42E+05,11749,22,6279,255,-4982.4,0
12062,8685.4,86,693,128,-2552.2,2
96392,13177,98,3890,267,-6243.4,0
25573,9881.2,26,1415,173,-3382.4,4
38546,11381,33,1415,166,-2349.9,3
35309,10193,123,1691,208,-4339.5,4
62255,11572,46,2823,222,-4509.6,4
37736,10480,115,1752,205,-4254,3
11050,5762.1,21,764,102,-1941.6,4
16652,9136.5,36,767,116,-1356.1,0
26231,9725.5,27,1414,175,-3364.6,4
92581,14820,43,3884,254,-5588.2,3
13041,8030.3,15,806,133,-2688.2,4
62.164,2715.6,96,4,32,-323.02,4
68905,10907,147,3373,248,-5302.1,1
95079,14116,49,4249,294,-5670.6,4
93124,14455,54,3804,290,-9232.5,0
9291.1,7222.8,16,553,137,-3191.4,2
39295,10494,39,2118,194,-3914.7,4
1.61E+05,19108,86,6289,389,-7579.7,4
14961,7610,68,850,145,-3181.4,0
52242,11983,38,1638,214,-4986.3,0
21416,8168.5,80,1157,145,-2945,4
4041.4,6835.9,74,248,102,-2214.2,4
4145.7,4385.3,9,266,63,-388.33,0
73530,12574,18,3630,248,-3400.5,2
2484.2,4134.1,3,202,66,-1231.7,0
17285,8701.2,76,844,142,-2717.7,5
30263,9555,110,1746,172,-3198.1,5
3067.7,5079.7,39,224,67,-1184.2,3
2.71E+05,21689,107,7353,450,-10382,0
2.61E+05,19263,261,9409,423,-11945,0
6940.6,5471.3,49,545,92,-1635.9,3
1.71E+05,17307,83,6523,369,-2946.9,0
28800,8573.7,35,1626,180,-2789.7,4
20583,8905.8,93,1162,163,-3499.2,4
1.82E+05,17377,79,6634,397,-9110.2,0
4355.9,5512.3,17,292,87,-1318.4,2
23966,9180.9,20,1251,154,-2825.8,4
71118,15325,77,2609,287,-6723.3,0
5225.3,5453.8,50,320,90,-2311.4,0
1.62E+05,20771,88,5538,450,-8899.7,2
8097.9,7378.6,26,430,113,-2668,0
5260.3,6959.6,59,347,106,-2135.3,3
41870,11181,66,1413,167,-1862.2,4
36875,10493,60,1875,208,-5080,0
3245.8,5179.4,43,249,70,-1135.5,3
4993.2,5772.5,37,342,86,-475.43,1
50295,9552,25,2519,193,-3877.8,0
3.00E+05,24606,100,8349,536,-10098,3
4670.9,8381.2,23,272,132,-2580,4
5.21E+05,24953,136,18067,539,-10215,4
11884,8314.3,78,693,127,-2561.8,2
82419,11945,41,3717,299,-6162.1,0
1.64E+05,18683,84,6289,389,-11699,5
25477,7704.5,29,1520,158,-3131.5,3
1.30E+05,17480,34,4067,297,-6784.5,0
10238,6510.5,17,690,109,-3091.3,3
27346,9592.8,87,1523,192,-5421.3,0
34169,10200,77,1922,176,-3427.8,4
4187.2,5116.1,12,317,80,-1100,2
60138,12299,36,2754,247,-5930.5,2
51.355,2753.5,91,4,32,-477.57,4
